tconst,titleType,startYear,genres,averageRating,numVotes,type
tt0015864,movie,1925,"Adventure,Comedy,Drama",8.1,125925,movie
tt0015873,movie,1925,Documentary,7.7,1266,movie
tt0015881,movie,1924,"Drama,Thriller,Western",8,11369,movie
tt0016004,movie,1925,Comedy,7.2,1488,movie
tt0016028,movie,1925,"Comedy,Drama",6.8,1106,movie
tt0016029,movie,1935,"Comedy,Family,Musical",7,2021,movie
tt0016039,movie,1925,"Adventure,Fantasy,Horror",6.9,6302,movie
tt0016104,movie,1925,"Drama,Romance",7.2,2710,movie
tt0016123,movie,1925,"Comedy,Horror,Mystery",6.2,1468,movie
tt0016220,movie,1925,"Horror,Music",7.5,21527,movie
tt0016230,movie,1925,"Drama,Romance",5.8,3126,movie
tt0016332,movie,1925,"Comedy,Romance",7.8,12677,movie
tt0016394,movie,1925,Comedy,6.8,1156,movie
tt0016473,movie,1925,"Crime,Drama,Romance",7.1,2445,movie
tt0016481,movie,1925,"Crime,Drama,Romance",7.4,1512,movie
tt0016544,movie,1925,"Adventure,Comedy,Family",4.9,1888,movie
tt0016627,movie,1926,"Drama,Romance",7.1,1376,movie
tt0016629,movie,1926,"Horror,Mystery,Thriller",6.5,1006,movie
tt0016630,movie,1926,"Comedy,Romance,Sport",7,4271,movie
tt0016641,movie,1925,"Action,Adventure,Drama",7.8,8246,movie
tt0016654,movie,1926,"Action,Adventure",7,2305,movie
tt0016669,movie,1926,"Drama,Romance",7.2,1750,movie
tt0016690,movie,1926,"Action,Drama,Romance",6.2,1563,movie
tt0016804,movie,1926,"Adventure,Romance",7,1016,movie
tt0016822,movie,1926,"Comedy,Romance",7,1133,movie
tt0016847,movie,1926,"Drama,Fantasy,Horror",8.1,17769,movie
tt0016884,movie,1926,"Drama,Romance",7.6,4856,movie
tt0016895,movie,1926,"Action,Comedy,Romance",7.5,2084,movie
tt0016953,movie,1926,Drama,6.6,1064,movie
tt0017048,movie,1926,"Drama,Horror,Thriller",7.3,5122,movie
tt0017075,movie,1927,"Crime,Drama,Mystery",7.3,14543,movie
tt0017128,movie,1926,Drama,7.4,3243,movie
tt0017136,movie,1927,"Drama,Sci-Fi",8.3,196973,movie
tt0017196,movie,1926,"Drama,Romance",6.6,1020,movie
tt0017271,movie,1926,"Action,Drama,Mystery",7.6,1309,movie
tt0017350,movie,1926,Drama,7.6,2100,movie
tt0017416,movie,1926,"Adventure,Drama,Romance",6.5,2226,movie
tt0017423,movie,1926,Drama,7.3,1612,movie
tt0017437,movie,1926,"Adventure,Comedy,Romance",6.6,1048,movie
tt0017448,movie,1925,"Comedy,Drama",7.1,2882,movie
tt0017449,movie,1926,"Drama,Romance",6.9,1438,movie
tt0017463,movie,1926,"Drama,Romance,Western",7.5,1651,movie
tt0017534,movie,1927,"Drama,Romance,Sport",6.6,2012,movie
tt0017567,movie,1926,"Drama,Romance,Western",6.9,1038,movie
tt0017668,movie,1927,Documentary,7.6,5059,movie
tt0017739,movie,1927,"Comedy,Horror,Mystery",7.1,3680,movie
tt0017743,movie,1927,"Adventure,Documentary,Drama",6.8,1218,movie
tt0017765,movie,1927,"Comedy,Drama,Sport",6.9,5766,movie
tt0017825,movie,1927,"Adventure,Drama,Thriller",6,3378,movie
tt0017843,movie,1928,"Drama,Romance,Thriller",5.4,3261,movie
tt0017925,movie,1926,"Action,Adventure,Comedy",8.1,104136,movie
tt0017938,movie,1927,"Drama,Romance",6.9,1010,movie
tt0017961,movie,1935,"Comedy,Drama",7.3,1248,movie
tt0018033,movie,1927,"Comedy,Romance",7.2,3872,movie
tt0018037,movie,1927,"Drama,Music,Musical",6.4,11673,movie
tt0018051,movie,1927,"Comedy,Drama,Family",7.6,5147,movie
tt0018054,movie,1927,"Biography,Drama,Family",7.3,2590,movie
tt0018066,movie,1927,Drama,7.3,1949,movie
tt0018097,movie,1927,"Horror,Mystery,Thriller",6.7,1548,movie
tt0018107,movie,1927,"Drama,Romance",6.8,1272,movie
tt0018192,movie,1927,"Biography,Drama,History",8.2,9551,movie
tt0018217,movie,1928,"Drama,History",7.4,8876,movie
tt0018311,movie,1927,"Comedy,Romance",6.8,1558,movie
tt0018328,movie,1927,"Drama,Romance,Sport",6.1,4209,movie
tt0018379,movie,1927,"Drama,Romance",7.5,4514,movie
tt0018440,movie,1927,Comedy,6.4,1119,movie
tt0018451,movie,1927,"Drama,Romance",7.5,1774,movie
tt0018455,movie,1927,"Drama,Romance",8.1,55899,movie
tt0018471,movie,1926,"Comedy,Drama,Romance",7.1,1700,movie
tt0018505,movie,1927,"Comedy,Drama",7.3,1414,movie
tt0018515,movie,1927,"Adventure,Comedy,Romance",6.6,1232,movie
tt0018526,movie,1927,"Crime,Drama,Film-Noir",7.5,3772,movie
tt0018528,movie,1927,"Drama,Horror,Romance",7.7,9978,movie
tt0018578,movie,1927,"Action,Drama,Romance",7.5,15738,movie
tt0018618,movie,1928,"Crime,Drama,Romance",6.2,1237,movie
tt0018684,movie,1928,"Adventure,Crime,Drama",7.4,1468,movie
tt0018737,movie,1929,"Crime,Drama,Romance",7.7,12639,movie
tt0018742,movie,1928,"Comedy,Drama,Family",8,14165,movie
tt0018756,movie,1928,Comedy,5.4,2905,movie
tt0018770,movie,1928,"Drama,Fantasy,Horror",7.2,4893,movie
tt0018773,movie,1928,"Comedy,Family,Romance",8.1,37856,movie
tt0018806,movie,1928,"Drama,Romance",8,9793,movie
tt0018839,movie,1928,"Crime,Drama,Film-Noir",7.5,5375,movie
tt0018876,movie,1928,"Comedy,Drama,Romance",5.8,3339,movie
tt0018909,movie,1928,"Drama,War",7.2,1002,movie
tt0019071,movie,1928,"Drama,Romance,War",7.9,4911,movie
tt0019074,movie,1928,"Drama,Romance",7.5,2270,movie
tt0019096,movie,1928,"Crime,Drama,Music",5.6,1033,movie
tt0019109,movie,1928,"Comedy,Drama,Romance",7.7,2836,movie
tt0019130,movie,1928,"Drama,Horror,Mystery",7.6,8889,movie
tt0019195,movie,1928,"Drama,Romance",7.2,1528,movie
tt0019237,movie,1928,Drama,6.7,2135,movie
tt0019254,movie,1928,"Biography,Drama,History",8.1,66399,movie
tt0019258,movie,1928,"Comedy,Drama,Romance",7.4,2886,movie
tt0019286,movie,1928,"Drama,War",7,2454,movie
tt0019304,movie,1928,"Crime,Drama,Film-Noir",6.6,1789,movie
tt0019344,movie,1928,Drama,7.2,2961,movie
tt0019379,movie,1928,"Comedy,Romance",7.6,4179,movie
tt0019400,movie,1928,"Comedy,Romance,Sport",6.3,1090,movie
tt0019412,movie,1928,"Action,Comedy,Family",7.6,4672,movie
tt0019415,movie,1928,"Romance,Thriller",7.5,4228,movie
tt0019421,movie,1928,"Action,Comedy,Drama",7.8,17153,movie
tt0019429,movie,1928,Drama,7.3,2747,movie
tt0019558,movie,1928,Drama,7.3,2006,movie
tt0019563,movie,1928,"Drama,Horror,Mystery",7.2,2085,movie
tt0019574,movie,1928,"Drama,Romance",6.8,1065,movie
tt0019585,movie,1928,"Drama,Romance,Thriller",8,7628,movie
tt0019591,movie,1928,Drama,7.1,1827,movie
tt0019611,movie,1928,"Drama,Fantasy",7.1,1251,movie
tt0019630,movie,1929,"Action,Crime,Romance",5.6,1059,movie
tt0019644,movie,1929,"Drama,Musical,Romance",7.1,1574,movie
tt0019646,movie,1928,"Drama,Romance",7.5,1226,movie
tt0019649,movie,1929,"Drama,War",7.2,2473,movie
tt0019655,movie,1929,"Crime,Drama,Romance",7.4,1800,movie
tt0019702,movie,1929,"Crime,Drama,Mystery",6.9,13120,movie
tt0019729,movie,1929,"Drama,Musical,Romance",5.5,8730,movie
tt0019735,movie,1929,"Crime,Drama,Mystery",6.3,1432,movie
tt0019745,movie,1929,"Crime,Drama,Mystery",5.9,1114,movie
tt0019760,movie,1929,Documentary,8.3,29669,movie
tt0019777,movie,1929,"Comedy,Musical,Romance",6.8,8628,movie
tt0019788,movie,1929,"Drama,Romance",5.5,2466,movie
tt0019811,movie,1929,Drama,6.7,1283,movie
tt0019823,movie,1929,"Biography,Drama,History",6.1,1519,movie
tt0019824,movie,1928,"Drama,History,Romance",6.1,1019,movie
tt0019901,movie,1929,"Adventure,Comedy,Drama",7.3,4119,movie
tt0019946,movie,1929,"Drama,Music,Romance",6,1089,movie
tt0019959,movie,1929,"Drama,Musical",6.7,2154,movie
tt0019976,movie,1929,"Drama,Western",7.2,1126,movie
tt0019993,movie,1929,"Comedy,Music",5.7,2465,movie
tt0020018,movie,1928,"Drama,Western",5.5,1448,movie
tt0020030,movie,1929,"Adventure,Drama,History",7,1494,movie
tt0020062,movie,1929,"Drama,Romance",6.8,1323,movie
tt0020112,movie,1929,"Comedy,Musical,Romance",7,2802,movie
tt0020122,movie,1929,"Drama,Romance",7.6,1654,movie
tt0020142,movie,1929,"Drama,Romance",6.2,3527,movie
tt0020143,movie,1929,"Drama,Musical,Romance",6.1,1303,movie
tt0020163,movie,1930,"Comedy,Drama,Romance",7.3,3842,movie
tt0020223,movie,1928,"Drama,War",6.6,1023,movie
tt0020247,movie,1929,"Comedy,Drama,Romance",6.2,1016,movie
tt0020269,movie,1929,"Crime,Drama",7.1,2027,movie
tt0020286,movie,1929,"Adventure,Drama,Romance",6.5,1102,movie
tt0020298,movie,1929,Drama,7.1,3458,movie
tt0020442,movie,1929,Comedy,6.9,2717,movie
tt0020451,movie,1929,Drama,7.2,1822,movie
tt0020475,movie,1929,Drama,7.8,5067,movie
tt0020499,movie,1929,"Crime,Drama,Film-Noir",6.5,1012,movie
tt0020514,movie,1929,"Drama,Romance",6.4,1489,movie
tt0020570,movie,1929,"Action,Adventure,Drama",7.3,1181,movie
tt0020620,movie,1930,"Biography,Drama,War",5.7,1827,movie
tt0020629,movie,1930,"Drama,War",8.1,70783,movie
tt0020640,movie,1930,"Comedy,Family,Musical",7.4,15832,movie
tt0020641,movie,1930,"Drama,Romance",6.5,3732,movie
tt0020668,movie,1930,"Crime,Drama,Horror",6.3,1382,movie
tt0020686,movie,1930,"Crime,Drama,Thriller",7.1,2817,movie
tt0020691,movie,1930,"Adventure,Drama,Romance",7.2,4943,movie
tt0020697,movie,1930,"Drama,Music,Romance",7.6,17231,movie
tt0020768,movie,1930,"Drama,Romance",7.7,3978,movie
tt0020793,movie,1930,"Crime,Drama",7.5,1308,movie
tt0020815,movie,1930,"Action,Drama,War",7.1,2180,movie
tt0020827,movie,1930,"Drama,Romance",6.7,3915,movie
tt0020836,movie,1930,"Crime,Drama",6.5,1472,movie
tt0020876,movie,1930,"Adventure,Comedy,Family",6.7,1255,movie
tt0020891,movie,1930,"Drama,Musical,Mystery",6,1437,movie
tt0020902,movie,1930,"Comedy,Musical",5.5,1085,movie
tt0020960,movie,1930,"Drama,War",7.3,6409,movie
tt0021015,movie,1930,"Comedy,Drama",4.6,2737,movie
tt0021025,movie,1930,"Animation,Comedy,Musical",6.7,1798,movie
tt0021040,movie,1930,"Drama,Romance",6.7,1799,movie
tt0021079,movie,1931,"Action,Crime,Drama",7.2,15303,movie
tt0021106,movie,1930,"Comedy,Drama,Musical",6.3,1388,movie
tt0021128,movie,1931,"Drama,Mystery,Thriller",5.7,1093,movie
tt0021148,movie,1930,"Comedy,Drama",6.7,1988,movie
tt0021153,movie,1930,"Comedy,Musical,Romance",6.6,1562,movie
tt0021156,movie,1930,"Drama,Romance",7,8104,movie
tt0021165,movie,1930,"Crime,Drama,Mystery",6.3,7575,movie
tt0021189,movie,1930,"Comedy,Romance",5.8,1172,movie
tt0021281,movie,1930,"Adventure,Crime,Drama",6.4,1175,movie
tt0021309,movie,1937,"Adventure,Animation,Comedy",7.6,1704,movie
tt0021310,movie,1930,"Drama,Romance",5.7,1116,movie
tt0021331,movie,1932,Fantasy,7.2,7826,movie
tt0021375,movie,1930,Documentary,6.8,1146,movie
tt0021406,movie,1930,"Crime,Drama",6.9,1060,movie
tt0021409,movie,1930,"Comedy,Drama,Musical",7,2621,movie
tt0021505,movie,1930,"Crime,Drama,Romance",6.7,1498,movie
tt0021508,movie,1930,"Comedy,Crime,Drama",5.9,1458,movie
tt0021542,movie,1930,"Drama,Romance,War",7.3,2671,movie
tt0021549,movie,1930,"Comedy,Musical,Romance",6.3,1273,movie
tt0021571,movie,1930,Drama,7.2,6804,movie
tt0021577,movie,1930,"Comedy,Drama",7.2,15431,movie
tt0021607,movie,1931,"Crime,Drama,Romance",6.4,1037,movie
tt0021622,movie,1931,Drama,6.2,2154,movie
tt0021633,movie,1931,"Comedy,Drama,Romance",6.4,1324,movie
tt0021635,movie,1931,"Drama,Romance",6.4,1784,movie
tt0021636,movie,1931,Drama,6.1,1634,movie
tt0021668,movie,1931,"Crime,Mystery,Thriller",6.6,1807,movie
tt0021673,movie,1931,"Comedy,Crime,Drama",7.1,2514,movie
tt0021730,movie,1931,"Drama,Family,Sport",7.2,3864,movie
tt0021739,movie,1931,"Crime,Drama,Romance",7.5,5196,movie
tt0021746,movie,1931,"Drama,Western",5.8,7473,movie
tt0021749,movie,1931,"Comedy,Drama,Romance",8.5,209854,movie
tt0021750,movie,1931,"Crime,Drama,Film-Noir",7,2031,movie
tt0021770,movie,1931,"Crime,Drama,Romance",6.9,1553,movie
tt0021778,movie,1931,"Crime,Drama,Romance",6.3,1372,movie
tt0021800,movie,1931,"Drama,Romance,War",7.2,3448,movie
tt0021814,movie,1931,"Drama,Fantasy,Horror",7.3,62870,movie
tt0021815,movie,1931,"Drama,Fantasy,Horror",7,5477,movie
tt0021818,movie,1931,"Comedy,Crime,Drama",7.2,2677,movie
tt0021873,movie,1931,"Crime,Drama",7.3,2730,movie
tt0021874,movie,1931,"Drama,Romance",6.4,1503,movie
tt0021884,movie,1931,"Drama,Horror,Sci-Fi",7.7,84645,movie
tt0021885,movie,1931,"Crime,Drama,Romance",6.6,3137,movie
tt0021890,movie,1931,"Comedy,Crime,Drama",6.7,3735,movie
tt0021933,movie,1931,"Crime,Drama",6.9,1101,movie
tt0021985,movie,1931,Comedy,7.7,1837,movie
tt0021992,movie,1931,"Drama,Romance",6.1,1259,movie
tt0022000,movie,1931,"Comedy,Musical,Romance",6.2,1603,movie
tt0022017,movie,1931,"Drama,Thriller",7.5,1953,movie
tt0022054,movie,1931,Drama,6.9,1431,movie
tt0022074,movie,1931,"Comedy,Musical,Romance",7.1,4292,movie
tt0022080,movie,1931,"Drama,Romance",7,3148,movie
tt0022100,movie,1931,"Crime,Mystery,Thriller",8.3,179334,movie
tt0022111,movie,1931,"Crime,Drama,Film-Noir",6.8,3511,movie
tt0022119,movie,1931,"Drama,Romance",6.1,1144,movie
tt0022125,movie,1931,"Comedy,Drama,Romance",7.8,2774,movie
tt0022150,movie,1931,"Comedy,Musical",7.3,4007,movie
tt0022153,movie,1931,"Drama,Romance",7.2,2645,movie
tt0022158,movie,1931,"Comedy,Family,Musical",7.4,14793,movie
tt0022183,movie,1931,"Drama,Romance",7.5,4229,movie
tt0022208,movie,1931,"Comedy,Crime,Drama",7,4941,movie
tt0022236,movie,1930,"Drama,Romance",6.4,1501,movie
tt0022251,movie,1931,Comedy,6.8,3020,movie
tt0022254,movie,1931,Comedy,6.1,1101,movie
tt0022264,movie,1931,"Drama,Thriller",6.5,1431,movie
tt0022268,movie,1931,"Comedy,Romance",6.7,3884,movie
tt0022276,movie,1931,"Drama,Romance",6.9,2469,movie
tt0022279,movie,1931,"Comedy,Drama,Romance",6.7,1458,movie
tt0022286,movie,1931,"Crime,Drama",7.6,24246,movie
tt0022335,movie,1931,"Crime,Drama,Romance",6.9,2259,movie
tt0022357,movie,1931,"Crime,Drama",6.3,1188,movie
tt0022386,movie,1931,"Crime,Drama,Romance",6.6,1258,movie
tt0022395,movie,1931,Drama,5.7,3856,movie
tt0022397,movie,1931,"Comedy,Drama,Family",6.3,1130,movie
tt0022403,movie,1931,"Crime,Drama",6.8,2392,movie
tt0022436,movie,1931,"Drama,Romance",7.6,2335,movie
tt0022453,movie,1931,"Drama,Romance",6.3,1412,movie
tt0022454,movie,1931,"Drama,Horror,Romance",6.8,2772,movie
tt0022458,movie,1931,"Adventure,Drama,Romance",7.4,6768,movie
tt0022469,movie,1931,"Crime,Drama,Romance",6.5,1103,movie
tt0022485,movie,1931,"Comedy,Drama",7.1,1661,movie
tt0022489,movie,1931,"Comedy,Romance",6.5,1808,movie
tt0022495,movie,1931,"Action,Adventure,Drama",6.1,1289,movie
tt0022550,movie,1931,"Drama,Romance,War",7.4,3365,movie
tt0022599,movie,1931,"Comedy,Musical",7.4,5201,movie
tt0022626,movie,1932,"Drama,Mystery",7.4,2522,movie
tt0022628,movie,1932,"Comedy,Drama,Romance",6.3,1405,movie
tt0022639,movie,1932,"Crime,Mystery,Romance",6.9,1428,movie
tt0022651,movie,1932,"Drama,Mystery,Romance",7,1218,movie
tt0022660,movie,1932,"Crime,Drama,Film-Noir",6.7,1596,movie
tt0022685,movie,1932,Drama,6.5,2011,movie
tt0022689,movie,1932,"Adventure,Drama,Romance",6,1729,movie
tt0022694,movie,1932,"Drama,Fantasy,Mystery",6.8,1488,movie
tt0022698,movie,1932,Drama,7.1,6138,movie
tt0022700,movie,1932,"Comedy,Musical",6.4,1481,movie
tt0022718,movie,1932,Comedy,7.2,6553,movie
tt0022725,movie,1932,Drama,7.5,1705,movie
tt0022735,movie,1932,Drama,6.6,1975,movie
tt0022737,movie,1932,"Drama,Romance",7,1179,movie
tt0022753,movie,1932,"Action,Adventure,Comedy",6.2,1264,movie
tt0022775,movie,1932,"Crime,Drama,Music",6.8,1287,movie
tt0022787,movie,1932,"Drama,War",7.7,1861,movie
tt0022792,movie,1932,"Action,Drama,Sport",6.2,1562,movie
tt0022802,movie,1932,"Comedy,Romance",6.7,1408,movie
tt0022827,movie,1932,"Comedy,Crime,Horror",6.4,4609,movie
tt0022834,movie,1932,"Drama,Romance",7,1931,movie
tt0022835,movie,1931,"Horror,Sci-Fi",7.6,17084,movie
tt0022854,movie,1932,Drama,7,1231,movie
tt0022867,movie,1933,"Drama,Romance",6.6,2996,movie
tt0022877,movie,1932,"Comedy,Drama",7.8,2069,movie
tt0022879,movie,1932,"Drama,Romance,War",6.4,7343,movie
tt0022905,movie,1932,"Drama,Romance",6.9,2280,movie
tt0022913,movie,1932,"Drama,Horror",7.8,53370,movie
tt0022958,movie,1932,"Drama,Romance",7.3,22001,movie
tt0022991,movie,1932,Drama,5.8,1530,movie
tt0023027,movie,1932,"Comedy,Family,Musical",7.5,13910,movie
tt0023028,movie,1932,"Drama,Romance",6.5,1477,movie
